numWins,teamNumber,nameShort,city,stateProv,country,homeCMP,year,region
3,1,The Juggernauts,Pontiac,Michigan,USA,CMPTX,2022,Midwest
4,4,Team 4 ELEMENT,Van Nuys,California,USA,CMPTX,2022,West
3,5,Robocards,Melvindale,Michigan,USA,,2008,Midwest
1,7,Team007,Baltimore,Maryland,USA,,2012,Northeast
2,8,Paly Robotics,Palo Alto,California,USA,CMPTX,2022,West
7,11,MORT,Flanders,New Jersey,USA,CMPTX,2022,Northeast
26,16,Bomb Squad,Mountain Home,Arkansas,USA,CMPTX,2022,South
11,20,The Rocketeers,Clifton Park,New York,USA,CMPTX,2022,Northeast
1,21,ComBBAT,Titusville,Florida,USA,CMPTX,2022,South
1,22,Double Deuce,Chatsworth,California,USA,,2006,West
21,25,Raider Robotix,North Brunswick,New Jersey,USA,CMPTX,2022,Northeast
17,27,Team RUSH,Clarkston,Michigan,USA,CMPTX,2022,Midwest
1,28,Pierson Whalers,Sag Harbor,New York,USA,CMPTX,2022,Northeast
34,33,Killer Bees,Auburn Hills,Michigan,USA,CMPTX,2022,Midwest
3,34,Rockets,Athens,Alabama,USA,CMPTX,2022,South
4,39,The 39th Aero Squadron,Gilbert,Arizona,USA,,2010,West
3,40,Checkmate,Manchester,New Hampshire,USA,,2011,Northeast
3,41,RoboWarriors,Warren,New Jersey,USA,CMPTX,2022,Northeast
10,45,TechnoKats Robotics Team,Kokomo,Indiana,USA,CMPTX,2022,Midwest
8,47,Chief Delphi,Pontiac,Michigan,USA,,2009,Midwest
11,48,Team E.L.I.T.E.,Warren,Ohio,USA,CMPTX,2022,Midwest
1,49,Robotic Knights,Saginaw,Michigan,USA,,2010,Midwest
7,51,The Wings of Fire,Pontiac,Michigan,USA,CMPTX,2022,Midwest
1,53,Area 53,Greenbelt,Maryland,USA,,2016,Northeast
1,55,Unknown Team Name,Unknown City,Texas,USA,,2000,South
13,56,R.O.B.B.E.,Bound Brook,New Jersey,USA,CMPTX,2022,Northeast
3,57,Leopards,Houston,Texas,USA,,2016,South
3,58,The Riot Crew,South Portland,Maine,USA,CMPTX,2022,Northeast
3,59,RamTech,Miami,Florida,USA,CMPTX,2022,South
12,60,Kingman FIRST Robotics Team 60 (The Bionic Bulldogs),Kingman,Arizona,USA,CMPTX,2022,West
2,61,The Intimidators,Upton,Massachusetts,USA,CMPTX,2022,Northeast
2,63,McDowell Robotics Team 63,Erie,Pennsylvania,USA,CMPTX,2022,Northeast
5,64,Gila Monsters,Mesa,Arizona,USA,,2005,West
4,65,The Huskie Brigade,Pontiac,Michigan,USA,,2009,Midwest
9,66,Grizzly Robotics,Ypsilanti,Michigan,USA,CMPTX,2022,Midwest
42,67,The HOT Team,Highland,Michigan,USA,CMPTX,2022,Midwest
8,68,Truck Town Thunder,Ortonville,Michigan,USA,CMPTX,2022,Midwest
7,69,HYPER,Quincy,Massachusetts,USA,CMPTX,2022,Northeast
7,70,More Martians,Goodrich,Michigan,USA,CMPTX,2022,Midwest
20,71,Team Hammond,Hammond,Indiana,USA,CMPTX,2022,Midwest
6,74,Team CHAOS,Holland,Michigan,USA,CMPTX,2022,Midwest
7,75,RoboRaiders,Hillsborough,New Jersey,USA,CMPTX,2022,Northeast
6,78,AIR STRIKE,Newport,Rhode Island,USA,CMPTX,2022,Northeast
4,79,Team Krunch,Oldsmar,Florida,USA,CMPTX,2022,South
2,84,Chuck 84,Towanda,Pennsylvania,USA,,2010,Northeast
9,85,B.O.B. (Built on Brains),Zeeland,Michigan,USA,CMPTX,2022,Midwest
5,86,Team Resistance,Jacksonville,Florida,USA,CMPTX,2022,South
11,88,TJ²,Bridgewater,Massachusetts,USA,CMPTX,2022,Northeast
1,89,Unknown Team Name,Unknown City,Pennsylvania,USA,,2001,Northeast
4,93,NEW Apple Corps,Appleton,Wisconsin,USA,CMPTX,2022,Midwest
1,94,The  Ninetyfouriors,Southfield,Michigan,USA,CMPTX,2022,Midwest
5,95,Grasshoppers,White River Junction,Vermont,USA,CMPTX,2022,Northeast
4,100,The WildHats,Woodside,California,USA,CMPTX,2022,West
4,102,The Gearheads,Somerville,New Jersey,USA,CMPTX,2022,Northeast
8,103,Cybersonics,Kintnersville,Pennsylvania,USA,CMPTX,2022,Northeast
7,107,Team R.O.B.O.T.I.C.S.,Holland,Michigan,USA,CMPTX,2022,Midwest
6,108,SigmaC@T Robotics Team,Fort Lauderdale,Florida,USA,CMPTX,2022,South
23,111,WildStang,Arlington Heights,Illinois,USA,CMPTX,2022,Midwest
1,112,Plus One,Arlington Heights,Illinois,USA,CMPTX,2022,Midwest
2,114,Eaglestrike,Los Altos,California,USA,CMPTX,2022,West
5,115,MVRT,Cupertino,California,USA,CMPTX,2022,West
1,116,Epsilon Delta,Herndon,Virginia,USA,CMPTX,2022,South
1,117,Steel Dragons Robotics,Pittsburgh,Pennsylvania,USA,CMPTX,2022,Northeast
39,118,Robonauts,League City,Texas,USA,CMPTX,2022,South
2,120,Cleveland's Team,Cleveland,Ohio,USA,CMPTX,2022,Midwest
7,121,Rhode Warriors,Middletown,Rhode Island,USA,CMPTX,2022,Northeast
6,122,NASA Knights,Hampton,Virginia,USA,CMPTX,2022,South
2,123,Team - Cosmos,Hamtramck,Michigan,USA,CMPTX,2022,Midwest
22,125,NUTRONs,Boston,Massachusetts,USA,CMPTX,2022,Northeast
6,126,Gael Force,Clinton,Massachusetts,USA,CMPTX,2022,Northeast
2,128,The Botcats,Grandview Heights,Ohio,USA,CMPTX,2022,Midwest
2,131,CHAOS,Manchester,New Hampshire,USA,CMPTX,2022,Northeast
12,133,B.E.R.T.,Standish,Maine,USA,CMPTX,2022,Northeast
3,134,Team Discovery,Pembroke,New Hampshire,USA,,2012,Northeast
3,135,Penn Robotics,Mishawaka,Indiana,USA,CMPTX,2022,Midwest
1,138,Entropy,Amherst,New Hampshire,USA,CMPTX,2022,Northeast
5,141,WOBOT,Holland,Michigan,USA,CMPTX,2022,Midwest
4,144,The R.O.C.K,Cincinnati,Ohio,USA,CMPTX,2022,Midwest
35,148,Robowranglers,Greenville,Texas,USA,CMPTX,2022,South
3,155,The TechnoNuts,Berlin,Connecticut,USA,CMPTX,2022,Northeast
1,156,RPM  - Robotics Plus Mayhem ,Fairview,Pennsylvania,USA,CMPTX,2022,Northeast
2,157,AZTECHS,Marlborough,Massachusetts,USA,CMPTX,2022,Northeast
1,165,Das Goat,Annapolis,Maryland,USA,,2007,Northeast
1,166,Chop Shop,Merrimack,New Hampshire,USA,CMPTX,2022,Northeast
1,167,Children of the Corn,Iowa City,Iowa,USA,CMPTX,2022,Midwest
1,168,Mechanical Investigation Bureau,North Miami Beach,Florida,USA,,2013,South
3,171,Cheese Curd Herd,Platteville,Wisconsin,USA,CMPTX,2022,Midwest
7,173,RAGE Robotics ⚙️,Tolland,Connecticut,USA,CMPTX,2022,Northeast
4,174,Arctic Warriors,Liverpool,New York,USA,CMPMI,2018,Northeast
14,175,Buzz Robotics,Enfield,Connecticut,USA,CMPTX,2022,Northeast
16,176,Aces High,Windsor Locks,Connecticut,USA,CMPTX,2022,Northeast
19,177,Bobcat Robotics,South Windsor,Connecticut,USA,CMPTX,2022,Northeast
17,179,Children of the Swamp,Riviera Beach,Florida,USA,CMPTX,2022,South
19,180,S.P.A.M.,Stuart,Florida,USA,CMPTX,2022,South
4,181,Birds Of Prey,Hartford,Connecticut,USA,CMPTX,2022,Northeast
1,182,ThunderQuest,Dearborn,Michigan,USA,,2004,Midwest
1,186,The Alliance,Lake Buena Vista,Florida,USA,,2004,South
7,190,Gompei and the H.E.R.D.,Worcester,Massachusetts,USA,CMPTX,2022,Northeast
4,191,X-CATS,Rochester,New York,USA,CMPTX,2022,Northeast
4,192,GRT,Palo Alto,California,USA,CMPTX,2022,West
1,193,MORT Beta,Flanders,New Jersey,USA,CMPTX,2022,Northeast
27,195,CyberKnights,Southington,Connecticut,USA,CMPTX,2022,Northeast
6,201,The FEDS,Rochester,Michigan,USA,CMPTX,2022,Midwest
2,203,SOUPer BOTS,Sicklerville,New Jersey,USA,CMPTX,2022,Northeast
2,204,Eastern Robotic Vikings,Voorhees,New Jersey,USA,CMPTX,2022,Northeast
2,207,METALCRAFTERS,Hawthorne,California,USA,CMPTX,2022,West
1,209,Unknown Team Name,North Dighton,Massachusetts,USA,,2003,Northeast
1,212,Robotics And Creative Engineering,Miami,Florida,USA,,2003,South
1,213,The Dirty Birds,Keene,New Hampshire,USA,CMPTX,2022,Northeast
1,215,Unknown Team Name,El Paso,Texas,USA,,2002,South
1,216,More RoboDawgs,Grandville,Michigan,USA,CMPTX,2022,Midwest
29,217,ThunderChickens,Sterling Heights,Michigan,USA,CMPTX,2022,Midwest
6,222,Tigertrons,Tunkhannock,Pennsylvania,USA,CMPTX,2022,Northeast
1,223,Xtreme Heat,Wanaque,New Jersey,USA,CMPTX,2022,Northeast
2,224,The Tribe,Piscataway,New Jersey,USA,CMPTX,2022,Northeast
14,225,TechFire,York,Pennsylvania,USA,CMPTX,2022,Northeast
4,226,Hammerheads,Troy,Michigan,USA,CMPTX,2022,Midwest
2,228,GUS Robotics,Meriden,Connecticut,USA,CMPTX,2022,Northeast
5,229,Division By Zero,Potsdam,New York,USA,CMPTX,2022,Northeast
15,230,Gaelhawks,Shelton,Connecticut,USA,CMPTX,2022,Northeast
8,231,High Voltage,Pasadena,Texas,USA,CMPTX,2022,South
1,232,Unknown Team Name,Napa,California,USA,,2001,West
20,233,The Pink Team,Rockledge,Florida,USA,CMPTX,2022,South
15,234,Cyber Blue,Indianapolis,Indiana,USA,CMPTX,2022,Midwest
5,236,Techno-Ticks,Old Lyme,Connecticut,USA,CMPTX,2022,Northeast
3,237,Black Magic Robotics,Watertown,Connecticut,USA,CMPTX,2022,Northeast
8,238,Crusaders,Manchester,New Hampshire,USA,CMPTX,2022,Northeast
2,240,TEMPEST,Newport,Michigan,USA,CMPTX,2022,Midwest
3,244,RoboDawgs 3D,Grandville,Michigan,USA,CMPTX,2022,Midwest
13,245,Adambots,Rochester Hills,Michigan,USA,CMPTX,2022,Midwest
2,246,Overclocked,Boston,Massachusetts,USA,CMPTX,2022,Northeast
6,247,Da Bears,Berkley,Michigan,USA,CMPTX,2022,Midwest
2,250,The Dynamos,Colonie,New York,USA,CMPTX,2022,Northeast
51,254,The Cheesy Poofs,San Jose,California,USA,CMPTX,2022,West
1,255,Unknown Team Name,San Jose,California,USA,,2002,West
1,256,Robo-Rams,San Jose,California,USA,CMPTX,2022,West
1,260,Unknown Team Name,Los Angeles,California,USA,,2001,West
5,263,Aftershock,Ronkonkoma,New York,USA,CMPTX,2022,Northeast
4,269,CooneyTech,Oconomowoc,Wisconsin,USA,CMPTX,2022,Midwest
3,271,Mechanical Marauders,Bay Shore,New York,USA,CMPTX,2022,Northeast
5,272,Cyber-Crusaders,Lansdale,Pennsylvania,USA,CMPTX,2022,Northeast
1,274,Rhodes Maniacs,Cleveland,Ohio,USA,,2005,Midwest
1,277,Unknown Team Name,Unknown City,New York,USA,,2000,Northeast
4,279,Tech Fusion,Maumee,Ohio,USA,CMPTX,2022,Midwest
6,281,The GreenVillains,Greenville,South Carolina,USA,CMPTX,2022,South
1,284,The Crew,Dimock,Pennsylvania,USA,,2009,Northeast
2,287,Floyd Robotics,Mastic Beach,New York,USA,CMPTX,2022,Northeast
2,288,The RoboDawgs,Grandville,Michigan,USA,CMPTX,2022,Midwest
2,291,CIA - Creativity In Action,Erie,Pennsylvania,USA,CMPTX,2022,Northeast
5,292,PantherTech,Russiaville,Indiana,USA,CMPTX,2022,Midwest
5,293,SPIKE,Pennington,New Jersey,USA,CMPTX,2022,Northeast
6,294,Beach Cities Robotics,Redondo Beach,California,USA,CMPTX,2022,West
1,295,Grizzly Robotics Team,Granite Bay,California,USA,CMPTX,2018,West
2,301,P.R.O.B.O.T.S.,Dearborn,Michigan,USA,,2005,Midwest
12,302,The Dragons,Lake Orion,Michigan,USA,CMPTX,2022,Midwest
10,303,The T.E.S.T. Team,Bridgewater,New Jersey,USA,CMPTX,2022,Northeast
2,306,CRT,Corry,Pennsylvania,USA,,2015,Northeast
2,308,Monsters,Walled Lake,Michigan,USA,CMPTX,2022,Midwest
2,311,Red Jammers,Islip Terrace,New York,USA,,2004,Northeast
2,312,HeatWave,St. Petersburg,Florida,USA,,2008,South
1,313,The Bionic Zebras,Wayne,Michigan,USA,CMPTX,2022,Midwest
9,314,The Megatron Oracles,Flint,Michigan,USA,CMPTX,2022,Midwest
8,316,LUNATECS ,Carneys Point,New Jersey,USA,CMPTX,2022,Northeast
6,319,Big Bad Bob,Alton,New Hampshire,USA,CMPTX,2022,Northeast
2,322,Team F.I.R.E.,Flint,Michigan,USA,CMPTX,2022,Midwest
1,326,Teamsuperpowermaticultramegasuperlativeawesometasticdelcioushowlingunieagles,Romulus,Michigan,USA,,2013,Midwest
3,329,Mohawks,Medford,New York,USA,CMPTX,2022,Northeast
27,330,The Beach Bots,Hermosa Beach,California,USA,CMPTX,2022,West
1,331,The Bulldogs,New York,New York,USA,,2006,Northeast
2,333,MEGALODONS,Brooklyn,New York,USA,CMPTX,2022,Northeast
1,334,TechKnights,Brooklyn,New York,USA,CMPTX,2022,Northeast
4,337,Hard Working Hard Hats,Logan,West Virginia,USA,CMPTX,2022,South
1,339,Kilroy Robotics,Stafford,Virginia,USA,CMPTX,2022,South
12,340,G.R.R. (Greater Rochester Robotics),Churchville,New York,USA,CMPTX,2022,Northeast
18,341,Miss Daisy,Ambler,Pennsylvania,USA,CMPTX,2022,Northeast
1,342,Burning Magnetos,North Charleston,South Carolina,USA,CMPTX,2022,South
9,343,Metal-In-Motion,Seneca,South Carolina,USA,CMPTX,2022,South
7,346,RoboHawks,Chesterfield,Virginia,USA,CMPTX,2022,South
1,348,Norwell Robotics,Norwell,Massachusetts,USA,CMPTX,2022,Northeast
2,349,Unknown Team Name,Bloomfield Hills,Michigan,USA,,2001,Midwest
1,350,Timberlane Robotics,Plaistow,New Hampshire,USA,,2008,Northeast
2,353,POBots,Plainview,New York,USA,CMPTX,2022,Northeast
1,354,G-House Pirates,Brooklyn,New York,USA,CMPTX,2022,Northeast
2,357,Royal Assault,Drexel Hill,Pennsylvania,USA,,2015,Northeast
5,358,Robotic Eagles,Hauppauge,New York,USA,CMPTX,2022,Northeast
31,359,Hawaiian Kids,Waialua,Hawaii,USA,CMPTX,2022,West
5,360,The Revolution,Tacoma,Washington,USA,CMPTX,2022,West
9,364,Team Fusion,Gulfport,Mississippi,USA,CMPTX,2022,South
12,365,Miracle Workerz,Wilmington,Delaware,USA,CMPTX,2022,Northeast
9,368,Team Kika Mana,Honolulu,Hawaii,USA,CMPTX,2022,West
1,369,High Voltage Robotics,Brooklyn,New York,USA,CMPTX,2022,Northeast
5,375,Robotic Plague,Staten Island,New York,USA,,2016,Northeast
4,378,The Circuit Stompers,Newfane,New York,USA,CMPTX,2022,Northeast
5,379,The RoboCats,Girard,Ohio,USA,CMPTX,2022,Midwest
2,381,Tornadoes,Trenton,New Jersey,USA,,2008,Northeast
13,384,SPARKY 384,Henrico,Virginia,USA,CMPTX,2022,South
6,386,Team Voltage,Melbourne,Florida,USA,CMPTX,2022,South
2,388,Maximum Oz,Grundy,Virginia,USA,,2015,South
1,394,Unknown Team Name,Windsor,Connecticut,USA,,2002,Northeast
7,395,2 Train Robotics,New York,New York,USA,CMPTX,2022,Northeast
1,398,The Thundering Herd,Ridgway,Pennsylvania,USA,,2006,Northeast
6,399,Eagle Robotics,Lancaster,California,USA,CMPTX,2022,West
7,401,Copperhead Robotics,Christiansburg,Virginia,USA,CMPTX,2022,South
1,409,Unknown Team Name,San Jose,California,USA,,2003,West
1,415,RoBoCRAFT,Williamston,South Carolina,USA,,2013,South
3,418,Purple Haze,Austin,Texas,USA,CMPTX,2022,South
1,421,The Warriors,Bronx,New York,USA,,2015,Northeast
3,422,The Mech Tech Dragons,Richmond,Virginia,USA,CMPTX,2022,South
1,423,Simple Machines,Cheltenham,Pennsylvania,USA,CMPTX,2022,Northeast
1,433,Firebirds,Flourtown,Pennsylvania,USA,CMPTX,2022,Northeast
8,435,Robodogs,Raleigh,North Carolina,USA,CMPTX,2022,South
1,437,Talon Robotics,Richardson,Texas,USA,,2011,South
2,440,The Suspects,Detroit,Michigan,USA,,2011,Midwest
1,446,Robodogs,La Porte,Texas,USA,,2004,South
3,447,Team Roboto,Anderson,Indiana,USA,CMPTX,2022,Midwest
4,449,The Blair Robot Project,Silver Spring,Maryland,USA,CMPTX,2022,Northeast
2,451,The Cat Attack,Maumee,Ohio,USA,CMPTX,2022,Midwest
1,453,Rockem Sockem Robotics,Clinton Township,Michigan,USA,CMPTX,2022,Midwest
1,456,Siege Robotics,Vicksburg,Mississippi,USA,CMPTX,2022,South
4,457,⚙️ Grease Monkeys ⚙️,San Antonio,Texas,USA,CMPTX,2022,South
1,459,Rampage Robotics,Gainesville,Florida,USA,,2006,South
1,460,Xavier Robotics,Phoenix,Arizona,USA,,2003,West
3,461,Westside Boiler Invasion,West Lafayette,Indiana,USA,CMPTX,2022,Midwest
1,462,The Rambunctious Rams,Jackson,Mississippi,USA,,2012,South
2,467,Colonials,Shrewsbury,Massachusetts,USA,CMPTX,2022,Northeast
30,469,Las Guerrillas,Bloomfield Hills,Michigan,USA,CMPTX,2022,Midwest
3,476,Wildcats,Ponca City,Oklahoma,USA,,2014,South
1,484,Roboforce,Havertown,Pennsylvania,USA,CMPTX,2022,Northeast
2,486,Positronic Panthers,Wallingford,Pennsylvania,USA,CMPTX,2022,Northeast
3,488,Team XBOT,Seattle,Washington,USA,CMPTX,2022,West
7,492,Titan Robotics Club,Bellevue,Washington,USA,CMPTX,2022,West
15,494,Martians,Goodrich,Michigan,USA,CMPTX,2022,Midwest
1,496,Royals,Port Jefferson,New York,USA,CMPTX,2022,Northeast
4,498,The Cobra Commanders,Glendale,Arizona,USA,CMPTX,2022,West
1,499,Toltechs,San Antonio,Texas,USA,,2015,South
5,501,The PowerKnights,Manchester,New Hampshire,USA,CMPTX,2022,Northeast
10,503,Frog Force,Novi,Michigan,USA,CMPTX,2022,Midwest
1,509,Red Storm,Bedford,New Hampshire,USA,CMPTX,2022,Northeast
1,514,Entropy,Miller Place,New York,USA,CMPTX,2022,Northeast
1,515,TechnoKnights,Detroit,Michigan,USA,,2011,Midwest
5,522,ROBO WIZARDS,Staten Island,New York,USA,CMPTX,2022,Northeast
13,525,Swartdogs,Cedar Falls,Iowa,USA,CMPTX,2022,Midwest
3,527,Red Dragons,Massapequa,New York,USA,CMPTX,2022,Northeast
2,533,The PSIcotics,Lindenhurst,New York,USA,CMPTX,2022,Northeast
5,537,Charger Robotics,Sussex,Wisconsin,USA,CMPTX,2022,Midwest
1,538,Dragon Slayers,Meridianville,Alabama,USA,CMPTX,2022,South
2,539,Titan Robotics,Richmond,Virginia,USA,CMPTX,2022,South
2,540,TALON 540 ,Henrico,Virginia,USA,CMPTX,2022,South
1,541,Surgeons of Steel,Cleveland,Ohio,USA,,2005,Midwest
1,545,ROBO-DAWGS,Levittown,New York,USA,CMPTX,2022,Northeast
2,547,Falcon Engineering And Robotics,Fayetteville,Tennessee,USA,CMPTX,2022,South
10,548,Robostangs,Northville,Michigan,USA,CMPTX,2022,Midwest
2,549,DevilDawgs,Leominster,Massachusetts,USA,,2012,Northeast
5,555,Montclair Robotics,Montclair,New Jersey,USA,CMPTX,2022,Northeast
7,558,Elm City Robo Squad,New Haven,Connecticut,USA,CMPTX,2022,Northeast
1,568,Nerds of the North,Anchorage,Alaska,USA,CMPTX,2022,West
1,569,Rambots,Westbury,New York,USA,CMPTX,2022,Northeast
1,571,Team Paragon,Windsor,Connecticut,USA,CMPTX,2022,Northeast
3,573,Mech Warriors,Bloomfield Hills,Michigan,USA,CMPTX,2022,Midwest
2,578,R-cubed  - Red Raider Robotics,Fairport,New York,USA,CMPTX,2022,Northeast
1,581,Blazing Bulldogs,San Jose,California,USA,CMPTX,2022,West
1,585,Cyber Penguins,Tehachapi,California,USA,CMPTX,2022,West
5,587,The Hedgehogs,Hillsborough,North Carolina,USA,CMPTX,2022,South
1,589,Falkon Robotics,La Crescenta,California,USA,CMPTX,2022,West
3,597,The Wolverines,Los Angeles,California,USA,CMPTX,2022,West
1,598,Team Duct Tape,Woodland Hills,California,USA,,2005,West
1,599,The Robodox,Granada Hills,California,USA,CMPTX,2022,West
6,604,Quixilver,San Jose,California,USA,CMPTX,2022,West
1,606,Cyber Eagles,Los Angeles,California,USA,CMPTX,2022,West
2,611,Saxons,McLean,Virginia,USA,CMPTX,2022,South
3,612,Chantilly Robotics,Chantilly,Virginia,USA,CMPTX,2022,South
2,614,Night Hawks,Alexandria,Virginia,USA,CMPTX,2022,South
2,619,Cavalier Robotics,Charlottesville,Virginia,USA,CMPTX,2022,South
3,620,Warbots,Vienna,Virginia,USA,CMPTX,2022,South
4,623,Oakton Cougar Robotics,Vienna,Virginia,USA,CMPTX,2022,South
15,624,CRyptonite,Katy,Texas,USA,CMPTX,2022,South
1,634,Rage,Van Nuys,California,USA,,2006,West
1,636,Rascals,Waipahu,Hawaii,USA,,2003,West
6,639,Code Red Robotics,Ithaca,New York,USA,CMPTX,2022,Northeast
1,643,Unknown Team Name,Allentown,Pennsylvania,USA,,2002,Northeast
2,647,CYBERWOLVES,Killeen,Texas,USA,CMPTX,2022,South
1,649,MSET Fish,Saratoga,California,USA,CMPTX,2022,West
1,650,Hella's Angels,Flora,Illinois,USA,,2006,Midwest
2,662,Rocky Mountain Robotics,USAF Academy,Colorado,USA,CMPTX,2022,West
2,663,Robonauts,Whitinsville,Massachusetts,USA,CMPTX,2022,Northeast
2,668,The Apes of Wrath,San Jose,California,USA,CMPTX,2022,West
2,687,The Nerd Herd,Carson,California,USA,CMPTX,2022,West
1,692,The Fembots,Sacramento,California,USA,CMPTX,2018,West
12,694,StuyPulse,New York,New York,USA,CMPTX,2022,Northeast
4,695,Bison Robotics,Beachwood,Ohio,USA,CMPTX,2022,Midwest
4,696,Circuit Breakers,La Crescenta,California,USA,CMPTX,2022,West
1,698,Hamilton Microbots,Chandler,Arizona,USA,CMPTX,2022,West
2,701,RoboVikes,Fairfield,California,USA,CMPTX,2022,West
2,702,Bagel Bytes,Culver City,California,USA,CMPTX,2022,West
1,703,Team Phoenix,Saginaw,Michigan,USA,CMPTX,2022,Midwest
2,704,Warriors,Grand Prairie,Texas,USA,CMPTX,2022,South
1,708,Hatters Robotics,Horsham,Pennsylvania,USA,CMPTX,2022,Northeast
1,713,Steel Raiders,New York City,New York,USA,,2004,Northeast
2,714,Panthera,Newark,New Jersey,USA,CMPTX,2022,Northeast
2,716,Who'sCTEKS,Falls Village,Connecticut,USA,CMPTX,2022,Northeast
1,743,Technobots,Bronx,New York,USA,CMPTX,2022,Northeast
3,744,Shark Attack,Fort Lauderdale,Florida,USA,CMPTX,2022,South
2,747,Flight Crew,Middlesex,New Jersey,USA,CMPTX,2022,Northeast
1,751,barn2robotics,Portola Valley,California,USA,CMPTX,2022,West
1,752,The Chargers,Newark,New Jersey,USA,CMPTX,2022,Northeast
6,753,High Desert Droids,Bend,Oregon,USA,CMPTX,2022,West
1,755,Unknown Team Name,Washington,Kansas,USA,,2003,Midwest
6,766,M-A Bears,Atherton,California,USA,CMPTX,2022,West
3,768,TechnoWarriors,Baltimore,Maryland,USA,,2013,Northeast
1,782,Killawatz,Hartford,Connecticut,USA,,2004,Northeast
1,801,Horsepower,Merritt Island,Florida,USA,CMPTX,2022,South
1,810,The Mechanical Bulls,Smithtown,New York,USA,CMPTX,2022,Northeast
1,812,The Midnight Mechanics,La Jolla,California,USA,CMPTX,2022,West
2,815,Advanced Power,Allen Park,Michigan,USA,CMPTX,2022,Midwest
1,816,Anomaly,Mount Holly,New Jersey,USA,CMPTX,2022,Northeast
4,818,The Steel Armadillos 818,Warren,Michigan,USA,CMPTX,2022,Midwest
4,829,The Digital Goats,Indianapolis,Indiana,USA,CMPTX,2022,Midwest
3,830,The RatPack,Ann Arbor,Michigan,USA,CMPTX,2022,Midwest
4,832,Oscar,Roswell,Georgia,USA,CMPTX,2022,South
1,833,HPA Robotics,Kamuela,Hawaii,USA,,2005,West
3,834,SparTechs,Center Valley,Pennsylvania,USA,CMPTX,2022,Northeast
1,835,The Sting,Beverly Hills,Michigan,USA,CMPTX,2022,Midwest
9,836,The RoboBees,Hollywood,Maryland,USA,CMPTX,2022,Northeast
1,839,Rosie Robotics,Agawam,Massachusetts,USA,CMPTX,2022,Northeast
1,840,Aragon Robotics Team,San Mateo,California,USA,CMPTX,2022,West
8,842,Falcon Robotics,Phoenix,Arizona,USA,CMPTX,2022,West
3,846,The Funky Monkeys,San Jose,California,USA,CMPTX,2022,West
1,847,PHRED,Philomath,Oregon,USA,CMPTX,2022,West
4,852,Athenian Robotics Collective,Danville,California,USA,CMPTX,2022,West
3,857,Superior Roboworks,Houghton,Michigan,USA,CMPTX,2022,Midwest
2,858,Demons,Wyoming,Michigan,USA,CMPTX,2022,Midwest
1,859,BOING,Morgantown,West Virginia,USA,,2006,South
11,862,Lightning Robotics,Canton,Michigan,USA,CMPTX,2022,Midwest
13,868,TechHOUNDS,Carmel,Indiana,USA,CMPTX,2022,Midwest
2,869,PowerCord,Middlesex,New Jersey,USA,,2016,Northeast
10,870,TEAM  R. I. C. E.  ,Southold,New York,USA,CMPTX,2022,Northeast
6,876,Thunder Robotics,Hatton-Northwood,North Dakota,USA,CMPTX,2022,Midwest
1,884,Mechanical Mules,Malverne,New York,USA,CMPTX,2022,Northeast
1,885,Ro-bovines,Randolph Center,Vermont,USA,CMPTX,2022,Northeast
3,888,Robotiators,Glenelg,Maryland,USA,CMPTX,2022,Northeast
1,894,The POWER CHARGERS,Flint,Michigan,USA,CMPTX,2022,Midwest
4,900,The Zebracorns,Durham,North Carolina,USA,CMPTX,2022,South
1,903,RoboTroopers,Detroit,Michigan,USA,,2011,Midwest
6,904,D Cubed,Grand Rapids,Michigan,USA,CMPTX,2022,Midwest
10,910,The Foley Freeze,Madison Heights,Michigan,USA,CMPTX,2022,Midwest
2,930,Mukwonago BEARs,Mukwonago,Wisconsin,USA,CMPTX,2022,Midwest
2,931,Perpetual Chaos,Saint Louis,Missouri,USA,CMPTX,2022,Midwest
4,932,The Circuit Chargers,Tulsa,Oklahoma,USA,CMPTX,2022,South
8,935,RaileRobotics,Newton,Kansas,USA,CMPTX,2022,Midwest
1,938,Code Gold,Richmond,Kansas,USA,CMPTX,2022,Midwest
1,939,Hiphopanonymous,Sisseton,South Dakota,USA,,2008,Midwest
1,945,Team Banana,Orlando,Florida,USA,CMPTX,2022,South
4,948,NRG (Newport Robotics Group),Bellevue,Washington,USA,CMPTX,2022,West
1,949,Wolverine Robotics,Bellevue,Washington,USA,CMPTX,2022,West
4,955,CV Robotics,Corvallis,Oregon,USA,CMPTX,2022,West
1,956,Eagle Cybertechnology ,Adair Village,Oregon,USA,,2015,West
1,957,SWARM - South and West Albany Robotics Maniacs,Albany,Oregon,USA,CMPTX,2022,West
4,967,Iron Lions,Marion,Iowa,USA,CMPTX,2022,Midwest
7,968,RAWC (Robotics Alliance Of West Covina),West Covina,California,USA,CMPTX,2022,West
16,971,Spartan Robotics,Mountain View,California,USA,CMPTX,2022,West
3,972,Iron Claw,Los Gatos,California,USA,CMPTX,2022,West
20,973,Greybots,Atascadero,California,USA,CMPTX,2022,West
1,977,Cometbots,South Boston,Virginia,USA,CMPTX,2022,South
3,980,ThunderBots,Sylmar,California,USA,CMPTX,2022,West
1,982,The Knights,Sioux Falls,South Dakota,USA,,2004,Midwest
27,987,HIGHROLLERS,Las Vegas,Nevada,USA,CMPTX,2022,West
3,997,Spartan Robotics,Corvallis,Oregon,USA,CMPTX,2022,West
